('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1043035 function calls (1017517 primitive calls) in 15.800 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:694(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:9(Codec)
        1    0.000    0.000    0.000    0.000 koi8_u.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1257.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp862.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        2    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 filter.py:316(TagNameMatchRule)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 idna.py:226(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 element.py:1660(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 css_parser.py:339(get_name)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1253.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1254.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 cp737.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp865.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp869.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 pathlib.py:222(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 element.py:1667(Comment)
        1    0.000    0.000    0.000    0.000 cp273.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp852.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp856.py:9(Codec)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 connection.py:891(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 exceptions.py:303(ProxySchemeUnknown)
        2    0.000    0.000    0.000    0.000 __init__.py:669(update)
        3    0.000    0.000    0.000    0.000 models.py:218(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:2418(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(HTTPError)
        1    0.000    0.000    0.000    0.000 cp864.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 response.py:125(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 __meta__.py:128(_is_dev)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 cp949.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp866.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:190(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        5    0.000    0.000    0.000    0.000 inspect.py:2765(name)
        2    0.000    0.000    0.000    0.000 __init__.py:274(initialize_soup)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_greek.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_greek.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 cp1125.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp874.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp875.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 client.py:1513(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 exceptions.py:6(StopParsing)
        1    0.000    0.000    0.000    0.000 _warnings.py:62(AttributeResemblesVariableWarning)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 element.py:1674(Declaration)
        1    0.000    0.000    0.000    0.000 cp949.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jp.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_t.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 kz1048.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:22(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ptcp154.py:22(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 big5.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1255.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1258.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp424.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp857.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp858.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp860.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp862.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp865.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:24(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 pathlib.py:173(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:802(PurePosixPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:196(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:206(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(HTTPError)
        4    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 _warnings.py:15(UnusualUsageWarning)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 filter.py:334(AttributeValueMatchRule)
        1    0.000    0.000    0.000    0.000 _warnings.py:83(XMLParsedAsHTMLWarning)
        1    0.000    0.000    0.000    0.000 idna.py:261(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 element.py:223(AttributeValueList)
        1    0.000    0.000    0.000    0.000 element.py:232(AttributeDict)
        1    0.000    0.000    0.000    0.000 element.py:1758(RubyParenthesisString)
        1    0.000    0.000    0.000    0.000 element.py:2679(_TreeTraversalEvent)
        1    0.000    0.000    0.000    0.000 cp950.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jp.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 gb18030.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hz.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 johab.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:33(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_u.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:26(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ptcp154.py:26(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 tis_620.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 tis_620.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 cp037.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1026.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1251.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1253.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1254.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1257.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp273.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp424.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp500.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp424.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp866.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp932.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp720.py:19(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp737.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp775.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp775.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp855.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp856.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp858.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp861.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp861.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp863.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp863.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp864.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp866.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:28(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 abc.py:186(FileLoader)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 connection.py:1081(DummyConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 client.py:1557(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1562(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:32(HeaderWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:48(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 client.py:1502(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(SSLError)
        1    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 iso2022_jp.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(ConnectTimeout)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 __meta__.py:133(_is_post)
        1    0.000    0.000    0.000    0.000 filter.py:340(StringMatchRule)
        1    0.000    0.000    0.000    0.000 element.py:1721(Stylesheet)
        1    0.000    0.000    0.000    0.000 cp949.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gb18030.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gb2312.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 gb2312.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 gb2312.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gbk.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hz.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 johab.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 koi8_u.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 shift_jis.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 koi8_r.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_r.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 koi8_u.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 big5hkscs.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp037.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1006.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1026.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1125.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1250.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1255.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1257.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp273.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1257.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp852.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp863.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp500.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp850.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp850.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp852.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp852.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp855.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp857.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp860.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp874.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp875.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 client.py:1550(BadStatusLine)
        1    0.000    0.000    0.000    0.000 exceptions.py:320(ProxySchemeUnsupported)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(FeatureNotFound)
        1    0.000    0.000    0.000    0.000 cp950.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 euc_kr.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hz.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 kz1048.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1250.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp850.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp852.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp856.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:184(FullPoolError)
        1    0.000    0.000    0.000    0.000 client.py:1541(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 idna.py:300(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 cp950.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_kr.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_kr.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gb18030.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 gb2312.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 gbk.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 gbk.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:32(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_jp.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 johab.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 koi8_r.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 koi8_r.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 koi8_t.py:29(StreamReader)
        1    0.000    0.000    0.000    0.000 latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 mac_greek.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 shift_jis.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:21(IncrementalDecoder)
